ensemblID	Young1	Young2	Young3	Young4	Young5	Old1	Old2	Old3	Old4	Old5	Old6
ENSMUSG00000027524	99.54	123.27	100.49	111.90	122.95	123.24	126.56	93.33	119.37	136.52	118.67
ENSMUSG00000041673	17.11	16.08	10.42	15.74	23.91	18.49	14.35	25.78	12.87	21.45	11.13
ENSMUSG00000069874	60.66	277.81	69.24	91.80	99.05	157.75	172.22	95.11	147.45	104.34	113.11
ENSMUSG00000037640	559.16	782.51	708.34	841.03	837.62	841.76	808.91	812.41	780.56	737.19	810.28
ENSMUSG00000005615	711.59	829.85	831.50	826.17	847.01	875.04	863.71	867.52	891.73	866.88	821.41
ENSMUSG00000093565	34.22	20.55	19.61	22.73	19.64	17.25	35.23	26.67	19.89	21.45	33.38
ENSMUSG00000025362	531.17	505.59	572.31	571.76	532.80	661.82	571.46	503.98	685.77	507.06	563.67
ENSMUSG00000079484	38.11	33.05	26.35	45.46	37.57	41.90	40.45	40.89	38.62	37.05	29.67
ENSMUSG00000085039	13.22	11.61	14.71	8.74	13.66	20.95	9.13	13.33	17.55	11.70	7.42
ENSMUSG00000022351	1276.20	1322.94	1362.76	1371.70	1172.32	1438.27	1385.59	1323.50	1434.73	1324.21	1464.81
ENSMUSG00000044177	82.44	145.60	71.08	258.78	169.06	98.60	255.72	96.00	121.71	230.13	157.61
ENSMUSG00000056608	1241.20	1272.92	1168.52	1089.31	1357.61	1281.75	1320.35	1549.26	1226.42	1245.22	1238.60
ENSMUSG00000031295	439.40	390.36	400.13	388.17	390.21	367.27	382.28	543.98	353.42	479.76	450.57
ENSMUSG00000074056	44.33	32.16	27.57	46.34	44.40	40.67	40.45	49.78	38.62	41.93	35.23
ENSMUSG00000020368	6969.70	7226.61	7202.88	8009.87	8209.68	8516.22	8365.72	8413.85	7939.00	7637.11	7409.35
ENSMUSG00000097816	17.11	21.44	19.61	15.74	20.49	14.79	14.35	39.11	14.04	16.58	22.25
ENSMUSG00000097749	25.66	35.73	30.02	25.35	23.05	23.42	41.75	38.22	26.92	22.43	27.81
ENSMUSG00000057335	1582.61	1737.42	1765.33	1547.42	1767.45	1858.53	1823.97	1954.58	1724.95	1669.40	1748.50
ENSMUSG00000035329	902.90	915.61	964.47	1035.98	1117.68	1131.39	1026.80	1088.84	1039.18	994.62	1055.03
ENSMUSG00000022861	3760.93	3348.00	4156.90	2530.08	3366.70	3717.06	3538.34	3914.49	3720.23	3792.23	3376.48
ENSMUSG00000008496	75.44	81.29	63.73	62.95	64.89	64.09	54.80	94.22	77.24	79.96	72.31
ENSMUSG00000072258	105.77	111.66	106.01	105.78	99.90	88.74	116.12	145.77	97.13	108.24	122.38
ENSMUSG00000028497	99.54	128.63	113.36	100.54	104.17	112.15	108.29	109.33	117.03	121.89	139.06
ENSMUSG00000069520	603.49	636.91	670.96	643.45	584.88	670.45	665.40	672.86	664.70	642.60	732.41
ENSMUSG00000029201	414.51	496.66	436.89	454.61	506.33	500.37	517.97	560.86	465.76	468.06	437.59
ENSMUSG00000034278	83.21	91.11	78.43	97.04	89.65	93.67	83.50	89.77	91.28	99.46	107.54
ENSMUSG00000056724	212.31	197.41	204.05	153.87	142.59	183.63	194.40	219.55	201.28	205.75	161.31
ENSMUSG00000022864	119.77	137.56	121.94	152.12	169.06	131.87	164.39	153.77	133.41	147.24	170.59
ENSMUSG00000028069	328.19	298.35	319.86	328.72	327.87	352.48	367.92	351.10	359.27	330.56	285.55
ENSMUSG00000032279	4009.80	3953.64	4160.58	4060.01	4392.16	4600.73	4736.05	4176.70	4379.09	4090.61	4437.08
ENSMUSG00000031486	311.86	322.47	295.35	243.04	280.06	298.25	328.78	259.54	299.58	352.99	333.75
ENSMUSG00000008393	760.59	829.85	743.27	922.33	898.24	884.90	931.55	847.96	959.61	828.85	877.03
ENSMUSG00000022283	2180.66	2100.99	2201.00	2167.26	2175.59	2289.89	2289.75	2467.45	2273.80	2296.40	2252.84
ENSMUSG00000015714	1185.21	1182.70	982.85	1359.46	1346.51	1266.96	1341.23	1324.39	1293.13	1212.07	1335.02
ENSMUSG00000027173	42.00	39.30	39.22	48.96	40.98	57.93	44.36	43.55	47.98	39.98	35.23
ENSMUSG00000031641	163.32	181.34	196.08	170.48	181.87	202.12	211.36	194.66	189.58	182.35	165.02
ENSMUSG00000027852	778.47	934.37	806.99	901.35	921.29	951.45	943.30	1016.84	903.44	858.10	888.16
ENSMUSG00000074807	29.55	44.66	39.22	41.96	49.52	48.07	53.49	36.44	43.30	36.08	50.06
ENSMUSG00000035125	96.43	93.79	106.01	101.41	111.85	96.13	95.24	144.88	84.26	98.49	139.06
ENSMUSG00000062257	4842.71	5440.95	6011.08	4862.57	5848.81	6085.83	5801.99	6232.61	5710.83	5364.11	5468.01
ENSMUSG00000038543	17.89	22.33	14.09	9.62	17.93	16.02	20.88	18.67	18.72	18.53	11.13
ENSMUSG00000054405	1126.88	1137.14	1128.07	1233.57	1238.07	1295.30	1303.39	1278.17	1270.89	1208.17	1149.60
ENSMUSG00000055493	746.59	852.19	865.20	852.39	833.35	902.15	893.72	842.63	917.48	847.38	936.37
ENSMUSG00000070336	20.22	16.08	28.19	21.86	18.78	23.42	22.18	18.67	24.58	23.40	27.81
ENSMUSG00000060961	4373.76	5109.54	4542.93	4296.06	4999.24	4961.84	5062.23	5021.11	4781.65	4939.94	5156.51
ENSMUSG00000029781	1024.22	1126.42	983.46	1114.67	1309.79	1088.25	1295.57	1076.40	1170.25	1358.34	1142.18
ENSMUSG00000027709	534.28	498.45	428.93	519.30	578.90	480.65	585.81	559.09	502.04	591.90	561.82
ENSMUSG00000024639	5933.81	6218.99	6614.03	5822.50	6770.96	6715.61	6733.55	7676.99	6497.24	6436.74	6167.04
ENSMUSG00000024413	1464.40	1513.21	1463.86	1608.62	1561.68	1587.39	1697.41	1646.15	1607.93	1539.71	1691.02
ENSMUSG00000027217	695.26	560.98	644.61	396.03	512.30	632.25	600.16	658.64	602.68	583.12	534.01
ENSMUSG00000086645	25.66	15.19	20.22	22.73	28.18	28.35	27.40	24.00	30.43	18.53	14.83
ENSMUSG00000087014	17.11	10.72	4.29	9.62	18.78	18.49	7.83	19.55	12.87	12.68	5.56
ENSMUSG00000034452	11.67	8.04	5.51	18.36	12.81	6.16	11.74	13.33	14.04	18.53	7.42
ENSMUSG00000052911	678.93	671.74	637.26	539.41	604.52	580.48	682.36	587.53	648.32	867.85	654.53
ENSMUSG00000038459	910.68	876.30	988.98	777.21	898.24	983.49	945.91	1006.18	896.41	940.01	943.78
ENSMUSG00000037376	569.27	577.95	623.17	575.26	603.67	624.85	627.56	693.30	579.28	618.22	639.70
ENSMUSG00000044018	712.37	777.15	732.24	723.00	812.00	881.20	807.61	791.08	827.37	729.39	782.47
ENSMUSG00000058267	477.50	476.12	504.29	527.17	549.87	626.08	622.34	466.65	602.68	473.91	463.55
ENSMUSG00000042289	157.09	172.40	128.68	180.10	165.65	175.01	160.48	154.66	168.52	179.42	194.69
ENSMUSG00000019806	812.69	753.03	754.30	823.54	748.82	882.43	861.10	792.85	830.88	803.50	826.97
ENSMUSG00000038205	680.48	736.06	815.57	762.34	725.76	835.60	797.17	944.85	775.88	686.48	728.70
ENSMUSG00000023852	492.28	565.44	604.78	577.88	630.13	607.60	611.90	696.86	582.79	575.32	604.47
ENSMUSG00000019699	4175.44	4431.55	4760.46	3912.26	4754.19	4711.65	4691.69	5053.11	4551.11	4734.19	4513.10
ENSMUSG00000006567	62.99	46.45	57.60	48.08	65.75	50.53	62.63	65.77	57.34	52.66	77.88
ENSMUSG00000025759	321.19	351.06	325.98	345.33	327.87	375.90	358.79	353.76	355.76	322.76	385.67
ENSMUSG00000066415	1103.55	1186.27	1248.17	1233.57	1305.52	1313.79	1398.64	1407.05	1246.32	1193.54	1229.33
ENSMUSG00000038630	807.25	805.74	947.31	681.04	801.76	953.92	747.59	890.63	942.05	843.48	812.14
ENSMUSG00000046865	42.77	43.77	42.28	32.35	51.23	41.90	35.23	43.55	51.49	56.56	42.65
ENSMUSG00000047909	384.18	308.18	274.51	259.65	306.53	304.41	275.29	454.20	293.73	337.39	298.52
ENSMUSG00000018651	410.62	398.40	432.60	401.28	391.06	404.24	459.25	485.31	408.42	420.27	430.17
ENSMUSG00000025437	2611.50	2682.51	2709.58	2746.89	2943.19	3068.80	2917.31	3150.97	2816.80	2741.05	2851.75
ENSMUSG00000097275	32.66	48.24	31.86	34.10	27.32	29.58	43.06	51.55	29.26	36.08	31.52
ENSMUSG00000026707	109.66	102.73	117.04	93.54	105.02	122.01	108.29	117.33	122.88	113.11	90.86
ENSMUSG00000071856	298.63	311.75	319.86	313.86	288.60	341.39	332.70	324.43	340.54	299.36	335.61
ENSMUSG00000025995	461.95	493.98	553.31	510.56	505.47	559.53	494.48	549.31	544.17	521.69	580.36
ENSMUSG00000021047	765.25	822.71	697.92	905.72	1019.49	925.57	923.73	953.74	915.14	764.49	919.68
ENSMUSG00000073424	224.75	232.25	212.01	249.16	181.01	248.95	229.63	216.88	271.50	237.93	200.25
ENSMUSG00000036208	83.99	106.30	122.55	99.66	121.25	110.92	105.68	134.22	107.66	107.26	120.52
ENSMUSG00000017428	861.69	879.88	886.65	919.71	857.26	884.90	897.63	1054.18	873.01	960.49	969.74
ENSMUSG00000050549	38.88	37.52	38.60	56.83	61.48	48.07	57.41	47.11	62.02	45.83	37.08
ENSMUSG00000057835	31.11	51.81	33.70	55.08	60.62	32.04	78.28	44.44	29.26	61.43	55.63
ENSMUSG00000029771	62.22	83.07	77.82	69.07	59.77	59.16	75.67	85.33	66.70	80.93	85.29
ENSMUSG00000004631	417.62	415.37	450.98	438.87	449.12	476.96	489.26	458.65	462.25	459.28	437.59
ENSMUSG00000062184	689.82	745.89	728.56	903.10	1044.25	878.74	974.61	830.19	828.54	811.30	958.62
ENSMUSG00000042625	979.12	915.61	839.47	757.10	792.36	833.14	911.98	1103.95	848.43	909.78	880.74
ENSMUSG00000024924	2070.22	2357.36	2283.11	2335.99	2664.84	2594.30	2482.84	2606.11	2388.49	2471.92	2462.37
ENSMUSG00000028873	14.78	23.23	19.00	21.86	10.25	20.95	20.88	23.11	19.89	14.63	14.83
ENSMUSG00000036298	2392.19	2914.76	2804.56	2827.32	2810.84	3104.54	2965.58	2967.87	2851.91	2828.81	2903.66
ENSMUSG00000040711	325.85	334.98	337.01	321.72	397.89	325.37	377.06	375.09	366.29	366.64	394.94
ENSMUSG00000052504	247.31	251.01	223.04	284.13	307.38	283.46	324.87	298.65	243.41	244.75	289.25
ENSMUSG00000030512	279.19	276.92	286.77	291.12	307.38	341.39	272.68	306.65	330.01	300.34	292.96
ENSMUSG00000028945	1648.71	1834.79	1809.45	1912.86	1861.37	1970.69	2088.82	1822.14	1927.41	1897.58	1919.09
ENSMUSG00000044148	370.18	442.17	412.38	392.54	429.48	464.63	397.93	447.09	440.02	426.13	446.86
ENSMUSG00000097787	50.55	56.28	53.92	53.33	71.72	80.11	50.88	53.33	58.51	54.61	74.17
ENSMUSG00000020859	6972.04	7623.22	7341.98	7550.01	8149.91	8356.00	8116.53	8360.52	8019.74	7354.32	8021.23
ENSMUSG00000000078	618.27	673.53	514.71	733.49	703.57	700.03	746.29	726.19	624.92	663.08	693.47
ENSMUSG00000003279	12110.27	12306.68	13125.12	11116.95	12887.02	13357.28	13356.19	13715.84	12786.18	13061.68	12582.54
ENSMUSG00000030674	11.67	12.51	11.64	13.11	15.37	13.56	16.96	10.67	9.36	13.65	22.25
ENSMUSG00000034893	626.04	635.12	642.16	617.22	655.75	651.97	700.62	662.19	640.13	712.81	710.16
ENSMUSG00000021838	553.72	510.95	478.56	643.45	691.61	605.13	666.70	627.53	553.53	575.32	665.65
ENSMUSG00000020409	1068.55	1128.21	1155.03	1171.49	1127.07	1243.54	1257.73	1167.95	1258.02	1150.64	1164.43
ENSMUSG00000029234	441.73	445.75	500.62	509.69	514.87	509.00	486.65	531.53	493.85	506.09	574.80
ENSMUSG00000058571	251.20	267.09	273.90	271.02	325.31	298.25	331.39	263.10	285.54	322.76	278.13
ENSMUSG00000032477	103.43	125.06	107.23	126.77	125.51	114.62	133.08	119.99	118.20	137.49	127.94
ENSMUSG00000028128	612.05	703.90	743.88	784.20	701.00	744.40	801.08	767.97	705.66	730.36	801.01
ENSMUSG00000026611	20.22	14.29	13.48	18.36	24.76	18.49	28.70	16.00	21.06	19.50	12.98
ENSMUSG00000060427	177.31	199.20	199.76	226.43	250.18	215.68	277.90	215.10	203.62	213.55	226.21
ENSMUSG00000024812	706.92	704.80	628.07	699.40	759.92	670.45	803.69	705.75	712.68	764.49	834.39
ENSMUSG00000033228	1479.95	1541.80	1580.90	1578.02	1629.13	1736.52	1650.44	1763.48	1645.38	1560.19	1640.96
ENSMUSG00000082519	10.89	11.61	11.64	7.87	19.64	20.95	15.66	8.00	16.38	14.63	3.71
ENSMUSG00000020225	483.73	497.56	458.95	553.40	511.45	547.21	597.55	503.98	524.27	510.96	524.74
ENSMUSG00000051674	1920.91	2095.63	2080.90	2006.40	2234.50	2367.53	2108.39	2310.12	2180.18	2174.51	2084.11
ENSMUSG00000097286	10.11	16.97	7.97	15.74	18.78	9.86	20.88	8.00	9.36	27.30	14.83
ENSMUSG00000042272	1035.11	1160.37	1071.09	990.52	1057.06	1207.80	1029.41	1206.17	1163.23	1064.83	1131.06
ENSMUSG00000063626	661.04	1084.44	968.15	798.19	894.83	1119.06	972.00	864.85	1008.76	892.23	795.45
ENSMUSG00000001305	135.32	141.14	137.87	170.48	129.78	162.68	147.43	166.21	156.81	142.37	133.50
ENSMUSG00000026502	381.07	465.40	503.68	527.17	533.65	548.44	495.79	508.42	499.70	491.46	550.69
ENSMUSG00000022881	43.55	53.60	45.96	54.20	54.65	61.62	57.41	49.78	62.02	48.76	40.79
ENSMUSG00000097221	10.89	10.72	14.71	15.74	15.37	16.02	9.13	15.11	16.38	9.75	24.10
ENSMUSG00000027858	2001.79	2536.91	1868.89	2778.36	3120.79	2805.05	2855.98	2607.88	2537.11	2191.09	2796.12
ENSMUSG00000020246	661.04	687.82	719.37	593.61	723.20	765.35	691.49	822.19	710.34	691.36	645.26
ENSMUSG00000059878	286.19	326.94	321.08	333.96	350.93	363.57	353.57	366.21	338.20	312.04	337.46
ENSMUSG00000025656	8749.85	9316.88	9580.97	9317.74	10061.66	10077.73	9682.16	11471.49	9654.59	9634.15	9682.59
ENSMUSG00000021375	831.36	789.66	696.70	834.03	882.87	815.88	825.87	828.41	870.67	899.06	927.10
ENSMUSG00000084904	14.00	19.65	12.26	12.24	6.83	7.39	14.35	32.00	10.53	12.68	5.56
ENSMUSG00000024174	83.21	86.65	80.88	80.43	81.97	88.74	78.28	97.77	71.39	110.19	76.02
ENSMUSG00000022216	557.61	556.51	537.38	498.32	520.84	557.07	613.21	521.75	598.00	596.77	532.15
ENSMUSG00000006906	569.27	588.67	617.04	596.24	585.74	629.78	623.65	663.97	595.66	643.58	624.86
ENSMUSG00000025266	4383.09	4829.05	5055.81	4264.59	4350.32	5199.70	4927.84	4725.12	4986.45	4793.67	4670.71
ENSMUSG00000061859	171.87	193.84	113.97	201.95	248.47	168.85	215.28	166.21	162.67	209.65	278.13
ENSMUSG00000090946	537.39	569.02	674.03	599.73	689.90	667.99	641.91	692.41	653.00	599.70	684.20
ENSMUSG00000023999	66.10	68.78	56.99	72.56	75.99	62.85	69.15	74.66	67.87	79.96	79.73
ENSMUSG00000022023	951.12	1054.96	1081.50	1038.61	1133.05	1167.13	1150.74	1151.95	1125.78	1114.56	1008.68
ENSMUSG00000038608	2068.67	2043.82	1890.95	1805.32	2245.60	2155.55	2080.99	2435.45	2039.75	2067.25	2085.96
ENSMUSG00000095325	211.53	242.08	207.11	226.43	233.10	241.56	230.93	255.10	232.88	227.20	241.04
ENSMUSG00000004880	225.53	223.32	233.46	269.27	249.32	250.19	259.63	267.54	269.16	229.15	263.30
ENSMUSG00000097877	38.88	58.96	38.60	44.59	34.15	49.30	32.62	64.00	45.64	39.00	42.65
ENSMUSG00000025170	646.26	667.28	726.72	739.61	836.76	823.28	815.44	804.41	758.32	716.71	708.30
ENSMUSG00000055313	30.33	40.20	39.83	38.47	40.13	39.44	37.84	48.00	33.94	34.13	51.92
ENSMUSG00000060519	226.31	244.76	150.12	263.15	266.40	245.26	284.42	190.21	262.14	254.51	239.19
ENSMUSG00000005813	787.81	788.76	845.60	744.86	796.63	847.92	853.27	831.07	839.07	838.60	882.59
ENSMUSG00000022009	229.42	290.31	275.13	240.42	251.03	284.70	260.94	256.88	277.35	287.66	283.69
ENSMUSG00000045751	17.11	17.87	19.61	20.98	18.78	19.72	28.70	18.67	21.06	18.53	14.83
ENSMUSG00000042331	2212.54	2109.03	2256.15	2097.32	2167.05	2255.38	2360.20	2497.67	2225.82	2304.20	2219.47
ENSMUSG00000032116	813.47	910.25	834.57	1043.85	952.03	984.73	988.96	971.51	920.99	963.41	997.55
ENSMUSG00000053898	861.69	779.83	834.57	820.92	799.20	856.55	902.85	775.97	890.56	940.99	886.30
ENSMUSG00000021662	1516.51	1449.79	1630.53	1241.43	1413.96	1469.08	1578.68	1778.59	1527.18	1523.13	1403.62
ENSMUSG00000034449	80.88	81.29	61.89	87.42	90.51	71.48	84.81	84.44	71.39	99.46	103.83
ENSMUSG00000052419	392.74	438.60	423.41	434.50	445.71	480.65	501.00	437.31	455.23	438.80	415.34
ENSMUSG00000021906	242.64	234.93	251.84	258.78	261.28	244.02	279.21	291.54	242.24	260.36	283.69
ENSMUSG00000026466	595.71	674.42	634.20	702.90	717.23	688.94	744.98	727.97	713.85	676.73	695.32
ENSMUSG00000022790	682.82	685.14	664.22	681.91	716.37	712.36	793.26	790.19	715.02	690.38	674.93
ENSMUSG00000086284	14.78	13.40	9.19	18.36	27.32	17.25	16.96	14.22	15.21	24.38	18.54
ENSMUSG00000035759	106.54	104.51	93.14	92.67	116.98	120.78	97.85	102.22	101.81	114.09	124.23
ENSMUSG00000055653	112.77	121.49	185.66	112.78	112.71	134.34	134.38	88.88	159.15	178.45	139.06
ENSMUSG00000026643	1645.60	1744.57	1801.49	1901.49	1932.24	2060.65	1826.58	2269.23	1886.45	1765.93	1731.81
ENSMUSG00000030306	1670.49	2061.68	1683.84	2000.28	2085.93	1995.33	2152.75	1946.58	2026.88	2034.09	2000.67
ENSMUSG00000015755	1344.63	1393.51	1418.52	1473.11	1548.01	1480.17	1625.65	1596.37	1438.24	1457.80	1590.90
ENSMUSG00000002365	259.75	269.77	205.88	284.13	265.54	258.81	297.47	262.21	266.82	305.21	244.75
ENSMUSG00000022261	699.93	815.56	724.27	956.43	960.57	939.13	951.12	840.85	875.35	823.97	891.87
ENSMUSG00000005698	1377.30	1450.68	1448.54	1428.52	1583.88	1568.91	1585.21	1704.81	1489.73	1504.60	1455.54
ENSMUSG00000059939	248.08	207.24	234.68	229.05	194.68	224.31	220.49	251.54	229.37	250.60	252.17
ENSMUSG00000066839	636.93	558.30	662.38	586.62	581.47	672.92	648.43	587.53	684.60	666.98	619.30
ENSMUSG00000040599	373.29	351.95	460.18	428.38	412.41	467.10	469.69	404.43	455.23	437.83	357.86
ENSMUSG00000054321	123.65	124.17	161.77	129.39	168.21	165.15	156.56	142.22	146.28	163.82	131.65
ENSMUSG00000025529	166.43	229.57	224.88	237.80	261.28	282.23	224.41	260.43	242.24	179.42	248.46
ENSMUSG00000030905	4026.13	3411.42	5253.11	2179.50	2613.61	3603.68	3861.91	3327.85	3823.22	4273.93	3630.51
ENSMUSG00000032599	1539.84	1552.52	1840.09	1602.50	1448.11	1692.15	1720.90	1639.04	1754.21	1758.13	1655.79
ENSMUSG00000029196	687.48	697.65	784.93	709.89	671.12	744.40	752.81	715.52	761.83	828.85	743.53
ENSMUSG00000041459	2115.33	2214.43	2173.43	2332.50	2492.36	2501.87	2264.96	2853.21	2294.87	2142.33	2432.70
ENSMUSG00000022961	6545.08	6394.08	6315.01	5966.75	6730.83	6600.99	6488.26	8212.08	6420.01	6559.60	6586.09
ENSMUSG00000030965	521.83	608.32	599.88	606.73	571.22	633.48	600.16	666.64	642.47	573.37	597.05
ENSMUSG00000021218	3726.71	3877.71	4067.44	4006.68	4172.72	4381.35	4222.00	4206.92	4266.74	4135.47	4170.08
ENSMUSG00000026623	3785.04	4273.44	4377.49	4638.76	4601.35	4875.57	4599.06	4574.91	4497.28	4322.69	4863.54
ENSMUSG00000028133	120.54	115.23	117.65	118.90	136.61	131.87	105.68	149.33	112.34	139.44	137.21
ENSMUSG00000062995	825.13	834.32	868.27	740.49	804.32	871.34	841.53	919.96	853.11	850.30	875.18
ENSMUSG00000031255	39.66	46.45	47.79	43.71	40.98	40.67	58.71	43.55	39.79	61.43	33.38
ENSMUSG00000057914	1170.43	1285.43	1359.08	1154.01	1243.19	1340.90	1260.34	1477.27	1322.39	1262.78	1275.68
ENSMUSG00000085433	66.88	48.24	53.31	43.71	30.74	56.69	52.19	48.89	53.83	53.63	48.21
ENSMUSG00000046387	294.75	287.64	298.41	346.20	340.68	347.55	364.01	346.65	305.44	302.29	341.17
ENSMUSG00000024558	1327.53	1425.67	1206.51	1510.70	1625.71	1555.35	1560.42	1403.49	1547.07	1527.03	1477.79
ENSMUSG00000027371	200.65	212.60	215.08	180.97	185.28	192.26	221.80	205.32	198.94	235.98	222.50
ENSMUSG00000030283	1400.63	1464.08	1583.96	1377.82	1575.34	1650.25	1602.17	1679.04	1500.26	1458.77	1579.77
ENSMUSG00000071573	32.66	28.58	39.22	20.11	29.03	34.51	31.31	32.89	33.94	33.15	27.81
ENSMUSG00000097246	13.22	17.87	6.74	9.62	3.42	9.86	9.13	19.55	10.53	9.75	5.56
ENSMUSG00000031853	91.77	93.79	75.98	115.40	105.02	104.76	91.33	103.11	104.15	96.54	116.81
ENSMUSG00000040396	886.57	989.75	1015.33	979.16	1132.19	1157.27	1085.51	1114.62	1054.40	972.19	1010.53
ENSMUSG00000024843	1007.12	979.92	876.23	924.96	929.83	936.66	932.86	1351.05	913.97	956.59	936.37
ENSMUSG00000033883	500.84	574.38	567.41	618.09	765.04	703.73	643.22	685.30	627.26	629.92	574.80
ENSMUSG00000036918	189.76	178.66	155.64	169.60	245.05	183.63	247.89	170.66	183.73	218.43	198.40
ENSMUSG00000030226	2846.36	3074.66	3670.99	3164.78	3430.73	3636.96	3411.79	3818.50	3309.48	3297.84	3222.58
ENSMUSG00000071415	458.06	459.14	458.34	521.05	499.50	576.79	511.44	476.42	560.55	489.51	441.30
ENSMUSG00000037653	122.88	125.95	154.41	140.75	128.08	167.61	165.70	119.99	155.64	119.94	139.06
ENSMUSG00000045287	1796.48	1791.02	2040.46	1505.46	1682.92	1864.69	1813.53	1908.36	1857.19	2011.66	1818.96
ENSMUSG00000039904	1698.49	1493.56	1413.62	1636.59	1881.87	1681.06	1786.13	1711.04	1695.70	1621.62	1898.69
ENSMUSG00000032652	758.25	809.31	851.72	876.87	806.03	932.96	906.77	835.52	919.82	874.68	763.93
ENSMUSG00000049659	1804.25	1897.32	1955.90	1961.81	2021.90	2109.95	2002.71	2191.01	2028.05	1960.96	2017.36
ENSMUSG00000061474	38.88	41.09	43.51	40.22	40.13	53.00	40.45	40.00	53.83	35.10	40.79
ENSMUSG00000038544	391.96	432.35	445.47	468.60	474.74	512.70	476.21	474.65	509.06	453.43	391.23
ENSMUSG00000021794	4217.44	4087.63	4423.45	3923.63	4410.09	4526.78	4450.33	4299.36	4494.94	4488.46	4676.27
ENSMUSG00000042079	152.43	139.35	152.57	156.49	161.38	186.10	152.65	149.33	166.18	171.62	146.48
ENSMUSG00000026594	903.68	1032.63	1182.61	967.79	1072.42	1074.70	1155.96	1204.39	1063.76	1044.35	1051.33
ENSMUSG00000033467	178.87	175.08	181.99	180.97	159.67	162.68	173.52	185.77	181.39	224.28	190.98
ENSMUSG00000038299	615.93	651.20	674.64	558.64	605.37	676.61	623.65	655.08	667.04	644.55	717.57
ENSMUSG00000029407	1803.47	1958.96	1885.43	1904.99	2085.08	2064.35	2018.37	2159.90	2032.73	2036.04	1980.28
ENSMUSG00000020849	13409.80	14388.01	13691.30	13925.04	14705.71	15099.96	15399.35	16418.83	14583.69	14567.26	13479.97
ENSMUSG00000082144	10.11	14.29	9.80	16.61	17.08	16.02	13.05	14.22	11.70	16.58	14.83
ENSMUSG00000054387	463.51	466.29	436.89	390.79	466.20	458.47	461.86	600.86	442.36	435.88	433.88
ENSMUSG00000040387	342.19	363.56	352.94	331.34	390.21	395.62	421.42	406.20	369.80	338.37	337.46
ENSMUSG00000032966	8437.21	9013.16	9375.70	9458.50	9344.44	9989.00	9581.70	10285.77	9669.80	9477.15	9252.41
ENSMUSG00000031467	1033.56	1226.47	1092.53	1241.43	1249.17	1339.67	1222.50	1342.16	1214.72	1136.99	1199.66
ENSMUSG00000043998	541.28	540.43	590.08	625.09	649.77	649.50	674.53	583.09	619.06	587.99	661.95
ENSMUSG00000055945	1104.33	975.46	870.11	1269.41	1205.62	1061.14	1229.03	1155.50	1097.70	1080.43	1316.48
ENSMUSG00000030555	73.10	77.72	73.53	83.93	85.38	67.78	100.46	83.55	65.53	95.56	90.86
ENSMUSG00000024258	244.20	285.85	270.84	274.51	291.16	322.90	297.47	279.10	298.41	278.88	265.15
ENSMUSG00000027865	590.27	668.17	678.93	680.17	655.75	682.78	695.40	711.08	697.47	725.49	656.38
ENSMUSG00000097743	59.10	67.89	56.37	84.80	68.31	71.48	73.06	67.55	67.87	67.28	85.29
ENSMUSG00000086361	10.11	11.61	12.87	5.25	7.68	13.56	9.13	8.89	8.19	9.75	14.83
ENSMUSG00000045576	385.74	317.11	395.84	356.69	381.67	398.08	395.32	396.43	413.10	349.09	406.07
ENSMUSG00000024068	1018.00	1156.79	1164.84	1188.98	1226.12	1292.84	1249.90	1322.61	1199.51	1130.16	1145.89
ENSMUSG00000056476	748.92	778.94	785.55	615.47	783.83	818.35	760.64	897.74	752.47	714.76	801.01
ENSMUSG00000090546	349.19	345.70	228.56	326.09	300.55	276.07	275.29	519.09	258.63	272.06	385.67
ENSMUSG00000031642	1195.32	1145.18	1498.18	1085.82	1351.63	1296.54	1347.75	1460.38	1311.85	1407.09	1192.24
ENSMUSG00000038622	233.31	219.75	209.56	238.67	220.29	241.56	268.77	222.21	231.71	235.98	233.63
ENSMUSG00000039033	377.96	460.93	395.84	400.41	389.35	468.33	476.21	406.20	456.40	408.57	363.42
ENSMUSG00000004936	6216.12	6239.54	6583.39	5924.78	5987.13	6804.35	6557.41	6268.17	6520.65	6839.46	6532.31
ENSMUSG00000020328	180.43	195.63	202.21	244.79	222.85	248.95	234.85	218.66	221.18	195.02	218.79
ENSMUSG00000045608	332.08	323.37	358.46	257.03	284.33	319.20	318.35	332.43	358.10	335.44	328.19
ENSMUSG00000072692	38.11	17.87	24.51	20.11	23.91	29.58	30.01	17.78	31.60	26.33	27.81
ENSMUSG00000022538	227.09	263.52	229.17	257.03	240.78	252.65	271.38	268.43	257.46	250.60	246.61
ENSMUSG00000029499	52.88	62.53	71.08	70.81	64.89	76.41	56.10	64.00	77.24	63.38	79.73
ENSMUSG00000028293	284.64	397.51	367.65	379.42	441.44	386.99	440.99	410.65	382.67	371.52	396.80
ENSMUSG00000004221	892.79	991.54	941.80	948.56	993.02	1021.70	1024.19	1004.40	964.29	1024.85	1049.47
ENSMUSG00000041096	1749.04	1682.04	1611.53	1564.03	1494.22	1740.22	1615.22	1823.92	1760.06	1662.57	1737.38
ENSMUSG00000028423	1684.49	1657.92	1715.09	1566.65	1705.97	1778.42	1684.37	1979.47	1758.89	1702.55	1718.84
ENSMUSG00000029993	489.17	423.41	523.29	492.20	449.97	565.69	495.79	446.20	548.85	512.91	472.82
